coreid,ac:accessURI,idigbio:dateModified,idigbio:dataQualityScore,idigbio:etag,idigbio:flags,dcterms:format,idigbio:hasSpecimen,ac:licenseLogoURL,idigbio:mediaType,dcterms:modified,idigbio:recordIds,idigbio:records,idigbio:recordsets,dcterms:rights,ac:tag,dc:type,idigbio:uuid,idigbio:version,xmpRights:WebStatement,exif:PixelXDimension,exif:PixelYDimension
6dbd9670-9e7f-4962-bcb7-b5a59f0a3fb6,http://herbarium.bio.fsu.edu/showimage.php?Image=images2/ttrs/jpegs/TTRS_000001308.jpg,2014-11-17T20:21:05.757000+00:00,0.18181818181818182,dcf70b652ca017bc35aef01aa487273ea2d869ed,"[""dwc_basisofrecord_invalid"", ""taxon_match_failed""]",,true,https://i.creativecommons.org/l/by-nc/4.0/88x31.png,,,"[""06c35934-1b75-4196-838d-29d509951bf9\\media\\http://herbarium.bio.fsu.edu/showimage.php?image=images2/ttrs/jpegs/ttrs_000001308.jpg""]","[""6dbd9670-9e7f-4962-bcb7-b5a59f0a3fb6""]",06c35934-1b75-4196-838d-29d509951bf9,BY-NC,,,b457a4a3-669e-4b5f-91e7-4ad209693428,,http://creativecommons.org/licenses/by-nc/4.0/,,
841ab3df-147f-40b1-aa6d-de44cbbd5460,https://bisque.cyverse.org/image_service/image/00-hDXgJ27CMGq3a9yHYHyvqV?resize=4000&format=jpeg,2020-11-06T22:13:11.106411+00:00,0.45454545454545453,d97d0d5028fcaff39a20acd34b1647eec4b46c6b,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:0197299c-cad0-432d-a27b-285fa12179fd"", ""aca26f37-3ec8-4e9e-b927-50b4944a0096\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-hdxgj27cmgq3a9yhyhyvqv?resize=4000&format=jpeg"", ""aca26f37-3ec8-4e9e-b927-50b4944a0096\\media\\https://bisque.cyverse.org/image_service/image/00-hdxgj27cmgq3a9yhyhyvqv?resize=4000&format=jpeg""]","[""841ab3df-147f-40b1-aa6d-de44cbbd5460""]",aca26f37-3ec8-4e9e-b927-50b4944a0096,BY-NC,,,c461c2bd-fc2b-469b-bed6-e6951e5d6d04,,http://creativecommons.org/licenses/by-nc/3.0/,,
2286d89f-2772-4d86-a1a9-3572f1b0df0d,http://herbarium.bio.fsu.edu/showimage.php?Image=images2/ttrs/jpegs/TTRS_000001319.jpg,2014-11-17T20:22:07.010000+00:00,0.18181818181818182,96fcf5e1bd06f7ba8620f1bcbf9f2459a16f807c,"[""dwc_basisofrecord_invalid"", ""taxon_match_failed""]",,true,https://i.creativecommons.org/l/by-nc/4.0/88x31.png,,,"[""06c35934-1b75-4196-838d-29d509951bf9\\media\\http://herbarium.bio.fsu.edu/showimage.php?image=images2/ttrs/jpegs/ttrs_000001319.jpg""]","[""2286d89f-2772-4d86-a1a9-3572f1b0df0d""]",06c35934-1b75-4196-838d-29d509951bf9,BY-NC,,,4c1cacda-53f7-4ee7-93fb-60f7576267bf,,http://creativecommons.org/licenses/by-nc/4.0/,,
36be2003-4a65-4c62-b068-9360fb8995f6,https://bisque.cyverse.org/image_service/image/00-yEQgeXspbrhvPrmxX8HMHX?resize=4000&format=jpeg,2020-10-14T13:52:10.466652+00:00,0.45454545454545453,0f7da1187c90a32863e61e554733bddfd6ed9eb1,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""beab5209-9628-4d4d-851e-2bc9bb1a0105\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-yeqgexspbrhvprmxx8hmhx?resize=4000&format=jpeg"", ""urn:uuid:01128c79-90fe-493f-98ab-8b584a436e7e"", ""beab5209-9628-4d4d-851e-2bc9bb1a0105\\media\\https://bisque.cyverse.org/image_service/image/00-yeqgexspbrhvprmxx8hmhx?resize=4000&format=jpeg""]","[""36be2003-4a65-4c62-b068-9360fb8995f6""]",beab5209-9628-4d4d-851e-2bc9bb1a0105,BY-NC,,,cfe19f44-3202-4d9a-871c-948054c94846,,http://creativecommons.org/licenses/by-nc/3.0/,,
ab10b848-07de-449f-9fb8-c94819c22815,https://bisque.cyverse.org/image_service/image/00-jV3XqrBzkHBz2Hpg6vvZi5?resize=4000&format=jpeg,2020-10-14T13:52:10.466652+00:00,0.45454545454545453,82fbdc51c254068e9c00db0936530719e0171893,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""beab5209-9628-4d4d-851e-2bc9bb1a0105\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-jv3xqrbzkhbz2hpg6vvzi5?resize=4000&format=jpeg"", ""urn:uuid:461042e3-94ea-42a2-888d-e0284f0a9fe7"", ""beab5209-9628-4d4d-851e-2bc9bb1a0105\\media\\https://bisque.cyverse.org/image_service/image/00-jv3xqrbzkhbz2hpg6vvzi5?resize=4000&format=jpeg""]","[""ab10b848-07de-449f-9fb8-c94819c22815""]",beab5209-9628-4d4d-851e-2bc9bb1a0105,BY-NC,,,92d0874a-9bf3-48a3-a58e-5802b6f5ff22,,http://creativecommons.org/licenses/by-nc/3.0/,,
86cab431-8629-4860-9c45-eef32b51a542,https://bisque.cyverse.org/image_service/image/00-4StvQzeLm76eYZDXuU7yh5?resize=4000&format=jpeg,2020-10-14T13:52:10.466652+00:00,0.45454545454545453,25db718df331ca0d710bd1aa243cd3bee135e604,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:31d50211-ba50-4018-9519-380638309603"", ""beab5209-9628-4d4d-851e-2bc9bb1a0105\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-4stvqzelm76eyzdxuu7yh5?resize=4000&format=jpeg"", ""beab5209-9628-4d4d-851e-2bc9bb1a0105\\media\\https://bisque.cyverse.org/image_service/image/00-4stvqzelm76eyzdxuu7yh5?resize=4000&format=jpeg""]","[""86cab431-8629-4860-9c45-eef32b51a542""]",beab5209-9628-4d4d-851e-2bc9bb1a0105,BY-NC,,,f591eb6c-8862-4d8c-8da4-18062a275fd4,,http://creativecommons.org/licenses/by-nc/3.0/,,
dbd52737-3499-4272-9351-bfac1bcd91ce,https://bisque.cyverse.org/image_service/image/00-VXGAu76ZBQw5rcmSRehp7W?resize=4000&format=jpeg,2020-11-06T22:17:35.853102+00:00,0.45454545454545453,348de4be43fe9255ed0fd9ba9ff639bc66588af6,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-vxgau76zbqw5rcmsrehp7w?resize=4000&format=jpeg"", ""urn:uuid:72ea9166-99ff-45bd-a71a-775a53f0217d"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-vxgau76zbqw5rcmsrehp7w?resize=4000&format=jpeg""]","[""dbd52737-3499-4272-9351-bfac1bcd91ce""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,f3728862-cb99-4bdc-9d12-1a0855764a9f,,http://creativecommons.org/licenses/by-nc/3.0/,,
3b67d6aa-82a8-4f8a-808d-787c5a65d0ec,https://bisque.cyverse.org/image_service/image/00-qBJaCwkBGbtRwhMBWFvxNg?resize=4000&format=jpeg,2020-11-06T22:17:35.853102+00:00,0.45454545454545453,1f76e02b7a29d439d5591143226538b072dc1b06,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:7434e700-11ac-4bfa-a8e9-3f95fd993bfd"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-qbjacwkbgbtrwhmbwfvxng?resize=4000&format=jpeg"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-qbjacwkbgbtrwhmbwfvxng?resize=4000&format=jpeg""]","[""3b67d6aa-82a8-4f8a-808d-787c5a65d0ec""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,1bb3d504-f2b7-4d3b-a246-dd5a602c48d1,,http://creativecommons.org/licenses/by-nc/3.0/,,
d575a8f0-195a-4595-ac6a-97f656c54879,https://odu-herbarium-project.s3.amazonaws.com/ODU00006546.jpg,2020-11-06T22:04:00.624719+00:00,0.45454545454545453,f77628e4db78a528d1e8f90b4298afec932da4af,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""0038ce2e-43bb-4f70-8dd6-dca34efd3fca\\media\\https://odu-herbarium-project.s3.amazonaws.com/odu00006546.jpg"", ""urn:uuid:78029d29-dd82-4aca-8177-3d364a5b8ae7""]","[""d575a8f0-195a-4595-ac6a-97f656c54879""]",0038ce2e-43bb-4f70-8dd6-dca34efd3fca,CC0,,,275f3de0-92ae-479f-b55c-93705d60d4e1,,http://creativecommons.org/publicdomain/zero/1.0/,,
56a49c2f-eaa5-490e-9650-0dd9ec384abc,https://bisque.cyverse.org/image_service/image/00-qSo9MJdX226feVZbfGVfWV?resize=4000&format=jpeg,2020-11-06T22:17:35.853102+00:00,0.45454545454545453,dc775b3855e00ff94fe38d4a9242ba6a94eec630,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:a2068492-3696-4a91-8410-b863e8d4750e"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-qso9mjdx226fevzbfgvfwv?resize=4000&format=jpeg"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-qso9mjdx226fevzbfgvfwv?resize=4000&format=jpeg""]","[""56a49c2f-eaa5-490e-9650-0dd9ec384abc""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,8cd41da8-956c-47b0-93d7-acea299905e8,,http://creativecommons.org/licenses/by-nc/3.0/,,
c9f1f65f-7e9f-4fdf-85ad-99771baefc3e,https://bisque.cyverse.org/image_service/image/00-n65hTdbcB4rsRYSjGBrjdY?resize=4000&format=jpeg,2020-11-06T22:17:35.853102+00:00,0.45454545454545453,b5bff99ea616c8d9b7eaedd40edcd0b8277ab1d7,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:f109633a-62c2-4897-b7ed-b43ffae06236"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-n65htdbcb4rsrysjgbrjdy?resize=4000&format=jpeg"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-n65htdbcb4rsrysjgbrjdy?resize=4000&format=jpeg""]","[""c9f1f65f-7e9f-4fdf-85ad-99771baefc3e""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,2a70bacb-c504-4834-a7d3-fa3cbb77430f,,http://creativecommons.org/licenses/by-nc/3.0/,,
066ba045-34aa-4613-a17a-90147d101a17,https://bisque.cyverse.org/image_service/image/00-ZSrQf9YHJEhSwQCaGuC6vB?resize=4000&format=jpeg,2020-11-06T22:17:35.853102+00:00,0.45454545454545453,303c1ca9845d1e15a9668bc8648a2943bbba8706,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:c9472197-6135-4f22-adf7-2ed47a7e6d4b"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-zsrqf9yhjehswqcaguc6vb?resize=4000&format=jpeg"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-zsrqf9yhjehswqcaguc6vb?resize=4000&format=jpeg""]","[""066ba045-34aa-4613-a17a-90147d101a17""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,5cb6c47a-82e5-4d8c-bf34-2f399b21dbcb,,http://creativecommons.org/licenses/by-nc/3.0/,,
adeefb2a-b117-4fc5-a27e-f9dc227c589b,https://bisque.cyverse.org/image_service/image/00-erShWp8PHb3DF5VQyAJJQk?resize=4000&format=jpeg,2020-11-06T22:17:35.853102+00:00,0.45454545454545453,5b62900cd92cccacd17d475dbf937cd9087f8823,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-ershwp8phb3df5vqyajjqk?resize=4000&format=jpeg"", ""urn:uuid:3097b14b-dd27-45fa-b70a-816e1258a4af"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-ershwp8phb3df5vqyajjqk?resize=4000&format=jpeg""]","[""adeefb2a-b117-4fc5-a27e-f9dc227c589b""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,b36c0db3-d731-4e1a-b413-0aaec578da5e,,http://creativecommons.org/licenses/by-nc/3.0/,,
f1eedbd3-d3d2-4452-88b1-bf508c22084c,https://bisque.cyverse.org/image_service/image/00-e5GsuGANzooCpKg86YZ23W?resize=4000&format=jpeg,2020-11-06T22:17:35.853102+00:00,0.45454545454545453,5812dfa8085fef38a606ac60e70a1107c37e3b3a,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\http://bisque.iplantcollaborative.org/image_service/image/00-e5gsuganzoocpkg86yz23w?resize=4000&format=jpeg"", ""urn:uuid:d1bf3a47-311b-40da-8266-3ab2c2369730"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-e5gsuganzoocpkg86yz23w?resize=4000&format=jpeg""]","[""f1eedbd3-d3d2-4452-88b1-bf508c22084c""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,dae95d4b-4201-432a-994a-31606091e271,,http://creativecommons.org/licenses/by-nc/3.0/,,
