id,observed_on,quality_grade,url,image_url,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
55199483,2020-08-02,research,https://www.inaturalist.org/observations/55199483,https://static.inaturalist.org/photos/87877847/medium.jpg,false,3,"Harbor Island, Saint Helena Island, SC, US",32.40253333,-80.42859667,5,5,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
55211743,2020-08-02,research,https://www.inaturalist.org/observations/55211743,https://static.inaturalist.org/photos/87899130/medium.jpg,false,3,"Sutton Rd, Ellijay, GA, US",34.620525,-84.52622167,5968,5968,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55213554,2020-08-02,research,https://www.inaturalist.org/observations/55213554,https://static.inaturalist.org/photos/87902002/medium.jpg,false,3,"Perdido, AL, US",31.02340833,-87.68485333,4,4,,,false,,,Pine-woods Rose Gentian,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
55214608,2020-08-02,research,https://www.inaturalist.org/observations/55214608,https://inaturalist-open-data.s3.amazonaws.com/photos/87903519/medium.jpeg,false,,"Illinois, US",37.4673878444,-88.2310252515,10,28388,obscured,,true,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55217878,2020-08-02,research,https://www.inaturalist.org/observations/55217878,https://inaturalist-open-data.s3.amazonaws.com/photos/87908785/medium.jpg,false,3,"Cherokee National Forest, Greeneville, TN, US",35.9724487564,-82.8635806773,16848,16848,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55218175,2020-08-02,research,https://www.inaturalist.org/observations/55218175,https://inaturalist-open-data.s3.amazonaws.com/photos/87909074/medium.jpg,false,3,"Perdido, AL, US",31.02337217,-87.68483667,5,5,,,false,,,Pine-woods Rose Gentian,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
55219221,2020-08-02,research,https://www.inaturalist.org/observations/55219221,https://inaturalist-open-data.s3.amazonaws.com/photos/87911202/medium.jpeg,false,2,"Township 6, AR, USA",36.3848375556,-94.1068053056,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55219859,2020-08-02,research,https://www.inaturalist.org/observations/55219859,https://inaturalist-open-data.s3.amazonaws.com/photos/87912409/medium.jpg,false,3,"Morgan County, US-TN, US",36.1589335073,-84.5471743542,4,4,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55220873,2020-08-02,research,https://www.inaturalist.org/observations/55220873,https://static.inaturalist.org/photos/87914144/medium.jpg,false,3,"Bay Minette, AL, US",30.95677167,-87.87426667,10,10,,,false,,,Coastal Rose Gentian,Sabatia calycina,Coastal Rose Gentian,Plantae,168262
55230812,2020-08-02,research,https://www.inaturalist.org/observations/55230812,https://inaturalist-open-data.s3.amazonaws.com/photos/87929596/medium.jpeg,false,,"Baldwin County, AL, USA",31.0228140018,-87.6853927287,4,4,,,false,,,Pine-woods Rose Gentian,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
55231047,2020-08-02,research,https://www.inaturalist.org/observations/55231047,https://inaturalist-open-data.s3.amazonaws.com/photos/87929583/medium.jpeg,false,,"Orange County, NC, USA",36.059866956,-79.1163369615,5,5,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55232930,2020-07-31,research,https://www.inaturalist.org/observations/55232930,https://static.inaturalist.org/photos/87933980/medium.jpeg,false,2,"North Carolina, US",35.070474751,-83.4028179964,,28734,obscured,,true,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55265782,2020-08-02,research,https://www.inaturalist.org/observations/55265782,https://inaturalist-open-data.s3.amazonaws.com/photos/87991070/medium.jpeg,false,2,"A-01, VA, USA",37.3308555556,-80.3472972222,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55265878,2020-07-28,research,https://www.inaturalist.org/observations/55265878,https://inaturalist-open-data.s3.amazonaws.com/photos/87991234/medium.jpeg,false,2,"Fort Payne, AL 35967, USA",34.3869431994,-85.6328903139,121,121,,,false,gps,gps,Cumberland Rose Gentian,Sabatia capitata,Cumberland Rose Gentian,Plantae,168263
55270923,2020-07-31,research,https://www.inaturalist.org/observations/55270923,https://inaturalist-open-data.s3.amazonaws.com/photos/87998101/medium.jpeg,false,,"Putnam County, FL, USA",29.5869638889,-81.6850805556,6,6,,,false,,,Coastal Rose Gentian,Sabatia calycina,Coastal Rose Gentian,Plantae,168262
55273099,2020-08-03,research,https://www.inaturalist.org/observations/55273099,https://inaturalist-open-data.s3.amazonaws.com/photos/88003025/medium.jpeg,false,2,"Chapel Hill, NC 27514, USA",35.985379,-79.0611865,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55275024,2020-08-03,research,https://www.inaturalist.org/observations/55275024,https://static.inaturalist.org/photos/88006244/medium.jpg,false,3,"Campton, KY, US",37.6768759256,-83.5437673082,4,4,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55275333,2020-08-02,research,https://www.inaturalist.org/observations/55275333,https://inaturalist-open-data.s3.amazonaws.com/photos/88006715/medium.jpg,false,,"1192 Occoneechee Park Rd, Clarksville, VA 23927, USA",36.6241207,-78.5258334,192,192,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55290725,2020-06-02,research,https://www.inaturalist.org/observations/55290725,https://inaturalist-open-data.s3.amazonaws.com/photos/88032484/medium.jpg,false,3,"Honeymoon Island State Park, Dunedin, FL, US",28.0670980674,-82.8312426063,4533,4533,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
55296943,2020-08-02,research,https://www.inaturalist.org/observations/55296943,https://inaturalist-open-data.s3.amazonaws.com/photos/88041701/medium.jpg,false,,"Orange County, NC, USA",36.0584916667,-79.1538555556,50,50,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55309927,2020-08-03,research,https://www.inaturalist.org/observations/55309927,https://static.inaturalist.org/photos/88063852/medium.jpg,false,3,"Stokes County, US-NC, US",36.4127696304,-80.3919914409,7,7,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55312960,2020-08-03,research,https://www.inaturalist.org/observations/55312960,https://inaturalist-open-data.s3.amazonaws.com/photos/88068717/medium.jpeg,false,2,"Kings River Township, AR, USA",35.9714578793,-93.456751518,74,74,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55318684,2020-08-03,research,https://www.inaturalist.org/observations/55318684,https://inaturalist-open-data.s3.amazonaws.com/photos/88078119/medium.jpg,false,3,"Daniel Boone National Forest, Rogers, KY, US",37.70726333,-83.65834167,4,4,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55325244,2020-08-03,research,https://www.inaturalist.org/observations/55325244,https://static.inaturalist.org/photos/88088799/medium.jpg,false,3,"Alamance County, US-NC, US",35.8892949622,-79.4455919691,65,65,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55329936,2020-08-03,research,https://www.inaturalist.org/observations/55329936,https://inaturalist-open-data.s3.amazonaws.com/photos/88096518/medium.jpg,false,3,"NC-268, Pinnacle, NC, US",36.4127200374,-80.3919814847,13,13,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55340442,2020-08-03,research,https://www.inaturalist.org/observations/55340442,https://inaturalist-open-data.s3.amazonaws.com/photos/88113762/medium.jpg,false,3,"Mississippi Sandhill Crane National Wildlife Refuge, Gautier, MS, US",30.45121333,-88.65395333,10,10,,,false,,,Pine-woods Rose Gentian,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
55342869,2020-08-03,research,https://www.inaturalist.org/observations/55342869,https://inaturalist-open-data.s3.amazonaws.com/photos/88118513/medium.jpeg,false,2,"Punta Gorda, FL 33982, USA",26.8288487997,-81.9489496997,,,,,false,gps,gps,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
55342911,2020-08-03,research,https://www.inaturalist.org/observations/55342911,https://inaturalist-open-data.s3.amazonaws.com/photos/88118599/medium.jpeg,false,2,"Punta Gorda, FL 33982, USA",26.8289079997,-81.9489599997,,,,,false,gps,gps,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
55343885,2020-07-15,research,https://www.inaturalist.org/observations/55343885,https://static.inaturalist.org/photos/88120182/medium.jpg,false,3,"Mark Twain National Forest, MO, US",36.82930833,-92.199525,8,8,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55344723,2020-08-03,research,https://www.inaturalist.org/observations/55344723,https://inaturalist-open-data.s3.amazonaws.com/photos/88121705/medium.jpg,false,3,"Daniel Boone National Forest, Rogers, KY, US",37.707845,-83.65758667,44,44,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55346596,2020-08-03,research,https://www.inaturalist.org/observations/55346596,https://inaturalist-open-data.s3.amazonaws.com/photos/88124674/medium.jpeg,false,2,"Punta Gorda, FL 33982, USA",26.8465771997,-81.9683116,,,,,false,gps,gps,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
55380566,2020-08-04,research,https://www.inaturalist.org/observations/55380566,https://static.inaturalist.org/photos/88181491/medium.jpg,false,3,"1120 Locust Dr, Cascade, VA, US",36.622031671,-79.6561817174,5,5,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55394391,2020-08-04,research,https://www.inaturalist.org/observations/55394391,https://static.inaturalist.org/photos/88204698/medium.jpg,false,3,"Eastland, Charlotte, NC, US",35.26347833,-80.71143333,4,4,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55408009,2020-08-03,research,https://www.inaturalist.org/observations/55408009,https://inaturalist-open-data.s3.amazonaws.com/photos/88226692/medium.jpeg,false,2,"Pilot, NC, USA",36.3610476944,-80.4968303889,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55408609,2020-08-04,research,https://www.inaturalist.org/observations/55408609,https://static.inaturalist.org/photos/88227854/medium.jpeg,false,2,"Berea, KY 40403, USA",37.53805,-84.1884194444,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55409188,2020-08-04,research,https://www.inaturalist.org/observations/55409188,https://inaturalist-open-data.s3.amazonaws.com/photos/88309870/medium.jpg,false,3,"Stone Mountain State Park, Traphill, NC, US",36.38451333,-81.06597217,5,5,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55413995,2020-08-02,research,https://www.inaturalist.org/observations/55413995,https://inaturalist-open-data.s3.amazonaws.com/photos/88235974/medium.jpg,false,,"Oglethorpe County, GA, USA",33.7579,-83.248517,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55419180,2020-08-04,research,https://www.inaturalist.org/observations/55419180,https://static.inaturalist.org/photos/88245859/medium.jpg,false,3,"Chattahoochee-Oconee National Forests, Blairsville, GA, US",34.8821329511,-83.877793771,7,7,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55420290,2020-08-04,research,https://www.inaturalist.org/observations/55420290,https://inaturalist-open-data.s3.amazonaws.com/photos/88247410/medium.jpg,false,3,"Wattendorf Memorial Hwy, Manchester, TN, US",35.35984667,-86.06475,10,10,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55422803,2020-08-04,research,https://www.inaturalist.org/observations/55422803,https://inaturalist-open-data.s3.amazonaws.com/photos/88251379/medium.jpeg,false,2,"Bristol, TN 37620, USA",36.5231369722,-82.105283,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55426705,2020-08-04,research,https://www.inaturalist.org/observations/55426705,https://static.inaturalist.org/photos/88257276/medium.jpg,false,3,"Leon County, US-FL, US",30.3338459786,-84.583400013,10,10,,,false,,,Shortleaf Rose Gentian,Sabatia brevifolia,Shortleaf Rose Gentian,Plantae,126298
55431841,2020-08-04,research,https://www.inaturalist.org/observations/55431841,https://inaturalist-open-data.s3.amazonaws.com/photos/88265796/medium.jpg,false,3,"Huffman Rd, Goodlettsville, TN, US",36.3865349349,-86.8798111473,10,10,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55438151,2020-08-04,research,https://www.inaturalist.org/observations/55438151,https://static.inaturalist.org/photos/88519464/medium.jpeg,false,2,"Carrboro, NC 27510, USA",35.9292336141,-79.0762434527,33,33,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55443756,2020-08-03,research,https://www.inaturalist.org/observations/55443756,https://static.inaturalist.org/photos/88286604/medium.jpg,false,3,"Nantahala National Forest, Highlands, NC, US",35.0191921837,-83.2226591858,32,32,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55444295,2020-08-04,research,https://www.inaturalist.org/observations/55444295,https://static.inaturalist.org/photos/88286975/medium.jpeg,false,2,Bradfordville,30.5611647557,-84.21777796,2104,2104,,,false,gps,gps,Sabatia dodecandra foliosa,Sabatia dodecandra foliosa,,Plantae,242720
55445307,2020-08-04,research,https://www.inaturalist.org/observations/55445307,https://inaturalist-open-data.s3.amazonaws.com/photos/88288379/medium.jpeg,false,2,"Tellico Plains, TN 37385, USA",35.3688879722,-84.1814799722,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55460430,2020-08-01,research,https://www.inaturalist.org/observations/55460430,https://static.inaturalist.org/photos/88314240/medium.jpeg,false,2,"Montevallo, AL 35115, USA",33.1741714722,-86.9078914444,,,,,false,gps,gps,Cumberland Rose Gentian,Sabatia capitata,Cumberland Rose Gentian,Plantae,168263
55465955,2020-08-03,research,https://www.inaturalist.org/observations/55465955,https://static.inaturalist.org/photos/88323630/medium.jpg,false,3,"County Road 2190, Rolla, MO, US",37.9986503135,-91.6876954825,4,4,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55492524,2020-08-05,research,https://www.inaturalist.org/observations/55492524,https://inaturalist-open-data.s3.amazonaws.com/photos/88367482/medium.jpeg,false,2,"Rutherfordton, NC, USA",35.35428884,-81.96013047,7,7,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55513014,2020-08-05,research,https://www.inaturalist.org/observations/55513014,https://static.inaturalist.org/photos/88400510/medium.jpg,false,3,"Uwharrie National Forest, Asheboro, NC, US",35.55998833,-79.93705,200,200,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55523810,2020-08-05,research,https://www.inaturalist.org/observations/55523810,https://inaturalist-open-data.s3.amazonaws.com/photos/88461578/medium.jpg,false,3,"Southwest Pensacola, Pensacola, FL, US",30.37548333,-87.38853333,5,5,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55527473,2020-08-05,research,https://www.inaturalist.org/observations/55527473,https://static.inaturalist.org/photos/89342842/medium.jpg,false,3,"Brock Rd, Westminster, SC, US",34.6442244243,-83.0951437589,65,65,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55551795,2014-01-31,research,https://www.inaturalist.org/observations/55551795,https://inaturalist-open-data.s3.amazonaws.com/photos/88464188/medium.jpg,false,,"Ding Darling Ntl. Willife Reguge, Sanibel, FL, USA",26.4585376105,-82.1235651651,1500,1500,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
55555864,2020-08-05,research,https://www.inaturalist.org/observations/55555864,https://static.inaturalist.org/photos/88471198/medium.jpg,false,3,"CR-084, Lanett, AL, US",32.82543833,-85.314545,4,4,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55564858,2020-07-25,research,https://www.inaturalist.org/observations/55564858,https://static.inaturalist.org/photos/88480210/medium.jpeg,false,,"Alabama, US",33.3871144334,-86.1687295813,10,28984,obscured,,true,,,Cumberland Rose Gentian,Sabatia capitata,Cumberland Rose Gentian,Plantae,168263
55586791,2020-08-05,research,https://www.inaturalist.org/observations/55586791,https://inaturalist-open-data.s3.amazonaws.com/photos/88524816/medium.jpeg,false,2,Jonesborough,36.2943776404,-82.4734787643,4208,4208,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55605121,2020-07-17,research,https://www.inaturalist.org/observations/55605121,https://inaturalist-open-data.s3.amazonaws.com/photos/88554878/medium.jpg,false,3,"Florida, US",30.5344986608,-86.6224391612,80,29356,obscured,,true,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55605866,2020-08-06,research,https://www.inaturalist.org/observations/55605866,https://inaturalist-open-data.s3.amazonaws.com/photos/88555362/medium.jpg,false,3,"Shearon Harris Reservoir, New Hill, NC, US",35.62801333,-78.93212833,37,37,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55618997,2020-08-06,research,https://www.inaturalist.org/observations/55618997,https://inaturalist-open-data.s3.amazonaws.com/photos/88576819/medium.jpg,false,3,"North Carolina, US",34.09031667,-78.29287833,5,5,,,false,,,lanceleaf rose-gentian,Sabatia difformis,lanceleaf rose-gentian,Plantae,168264
55632959,2020-08-04,research,https://www.inaturalist.org/observations/55632959,https://static.inaturalist.org/photos/88599545/medium.jpg,false,3,"Fairview, TN, US",35.97293,-87.1648555,12,12,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55646793,2020-08-06,research,https://www.inaturalist.org/observations/55646793,https://static.inaturalist.org/photos/88624024/medium.jpg,false,3,"Willacoochee, GA, US",31.39099667,-83.07534717,5,5,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55651396,2020-08-05,research,https://www.inaturalist.org/observations/55651396,https://static.inaturalist.org/photos/88631176/medium.jpg,false,3,"Cameron, LA, US",29.77521667,-93.28158667,10,10,,,false,,,violeta,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
55652504,2020-08-06,research,https://www.inaturalist.org/observations/55652504,https://inaturalist-open-data.s3.amazonaws.com/photos/88633114/medium.jpeg,false,,"Franklin County, FL, USA",30.0024016667,-84.54042,,,,,false,,,Coastal Rose Gentian,Sabatia calycina,Coastal Rose Gentian,Plantae,168262
55660415,2020-07-31,research,https://www.inaturalist.org/observations/55660415,https://inaturalist-open-data.s3.amazonaws.com/photos/88646296/medium.jpeg,false,,"along access road to boat ramp adjacent to the Weeks Bay Reserve resource center, Baldwin County, AL, USA",30.4162626938,-87.8257295174,60,60,,,false,,,Coastal Rose Gentian,Sabatia calycina,Coastal Rose Gentian,Plantae,168262
55670144,2020-08-05,research,https://www.inaturalist.org/observations/55670144,https://static.inaturalist.org/photos/88662599/medium.jpg,false,3,"Munson Hwy, Milton, FL, US",30.65982833,-87.00987222,4,4,,,false,,,Pine-woods Rose Gentian,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
55674518,2020-08-06,research,https://www.inaturalist.org/observations/55674518,https://inaturalist-open-data.s3.amazonaws.com/photos/88669787/medium.jpeg,false,2,"Durham, NC 27705, USA",36.0007306944,-79.0042697778,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55694770,2020-08-02,research,https://www.inaturalist.org/observations/55694770,https://inaturalist-open-data.s3.amazonaws.com/photos/88701762/medium.jpeg,false,2,"Hillsborough, NC 27278, USA",36.0714672222,-79.1319025278,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55704838,2020-08-06,research,https://www.inaturalist.org/observations/55704838,https://inaturalist-open-data.s3.amazonaws.com/photos/88717882/medium.jpg,false,3,"Green Acres Ln, Green Mountain, NC, US",36.00149444,-82.243745,18,18,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55706045,2020-08-03,research,https://www.inaturalist.org/observations/55706045,https://static.inaturalist.org/photos/88719862/medium.jpeg,false,2,37361,35.0645272035,-84.6583743766,16829,16829,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55713068,2020-08-07,research,https://www.inaturalist.org/observations/55713068,https://static.inaturalist.org/photos/88730843/medium.jpg,false,,"Miami-Dade, Florida, United States",25.4085555556,-80.3617361111,,,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
55732839,2020-08-07,research,https://www.inaturalist.org/observations/55732839,https://static.inaturalist.org/photos/88764275/medium.jpg,false,3,"Leon County, US-FL, US",30.3486682847,-84.6594244615,10,10,,,false,,,Fourangle Rose Gentian,Sabatia quadrangula,Fourangle Rose Gentian,Plantae,168270
55733732,2020-08-07,research,https://www.inaturalist.org/observations/55733732,https://static.inaturalist.org/photos/88763882/medium.jpeg,false,,"Madison, Kentucky, United States",37.561485,-84.250955,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55750441,2020-07-19,research,https://www.inaturalist.org/observations/55750441,https://inaturalist-open-data.s3.amazonaws.com/photos/88792477/medium.jpg,false,,"Orange, North Carolina, United States",35.9867555556,-79.0578777778,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55758177,2020-08-07,research,https://www.inaturalist.org/observations/55758177,https://inaturalist-open-data.s3.amazonaws.com/photos/88807014/medium.jpg,false,3,"West Fork Little River, Fort Payne, AL, US",34.50048,-85.61428,4,4,,,false,,,Cumberland Rose Gentian,Sabatia capitata,Cumberland Rose Gentian,Plantae,168263
55759374,2020-08-07,research,https://www.inaturalist.org/observations/55759374,https://static.inaturalist.org/photos/88808866/medium.jpg,false,3,"Gulf Breeze Pkwy, Gulf Breeze, FL, US",30.37035333,-87.12970833,200,200,,,false,,,Shortleaf Rose Gentian,Sabatia brevifolia,Shortleaf Rose Gentian,Plantae,126298
55762490,2020-08-07,research,https://www.inaturalist.org/observations/55762490,https://inaturalist-open-data.s3.amazonaws.com/photos/88814243/medium.jpg,false,3,"Panama City Beach, FL, US",30.2752231495,-85.8996977032,3021,3021,,,false,,,Shortleaf Rose Gentian,Sabatia brevifolia,Shortleaf Rose Gentian,Plantae,126298
55784515,2020-08-07,research,https://www.inaturalist.org/observations/55784515,https://inaturalist-open-data.s3.amazonaws.com/photos/88851309/medium.jpeg,false,,"Lakeside, FL, USA",30.0852083333,-81.7884305556,16,16,,,false,,,Coastal Rose Gentian,Sabatia calycina,Coastal Rose Gentian,Plantae,168262
55790456,2020-08-07,research,https://www.inaturalist.org/observations/55790456,https://static.inaturalist.org/photos/88861312/medium.jpg,false,3,"Orange County, US-NC, US",36.1366571485,-79.171518505,26,26,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55799870,2020-08-08,research,https://www.inaturalist.org/observations/55799870,https://static.inaturalist.org/photos/88876366/medium.jpg,false,3,"Westside, Jacksonville, FL, US",30.40611333,-81.89672167,5,5,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55831235,2020-08-08,research,https://www.inaturalist.org/observations/55831235,https://static.inaturalist.org/photos/88927513/medium.jpeg,false,2,"Sullivan's Island, SC, USA",32.7565579722,-79.853913,,,,,false,gps,gps,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
55841258,2020-08-08,research,https://www.inaturalist.org/observations/55841258,https://inaturalist-open-data.s3.amazonaws.com/photos/88944229/medium.jpg,false,3,"Nantahala National Forest, Murphy, NC, US",35.0661055,-84.09996117,24,24,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55843221,2020-08-08,research,https://www.inaturalist.org/observations/55843221,https://inaturalist-open-data.s3.amazonaws.com/photos/89946681/medium.jpeg,false,2,"Westminster, SC 29693, USA",34.6816833333,-83.1455361111,,,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55850201,2020-08-07,research,https://www.inaturalist.org/observations/55850201,https://inaturalist-open-data.s3.amazonaws.com/photos/88957436/medium.jpg,false,,"Everglades National Park, US-FL, US",25.5497634062,-80.7295980133,20,29958,obscured,,true,,,Voyria parasitica,Voyria parasitica,,Plantae,170280
55864973,2020-08-08,research,https://www.inaturalist.org/observations/55864973,https://static.inaturalist.org/photos/88983083/medium.jpg,false,3,"Rifle Range Dr, Knoxville, TN, US",36.0433913814,-83.9535000268,100,100,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55869762,2020-08-08,research,https://www.inaturalist.org/observations/55869762,https://inaturalist-open-data.s3.amazonaws.com/photos/88991649/medium.jpg,false,3,"Alsobrook Rd, Menlo, GA, US",34.6582,-85.521545,4,4,,,false,,,Cumberland Rose Gentian,Sabatia capitata,Cumberland Rose Gentian,Plantae,168263
55877422,2020-01-04,research,https://www.inaturalist.org/observations/55877422,https://inaturalist-open-data.s3.amazonaws.com/photos/89004433/medium.jpg,false,3,"Myakka River State Park, Sarasota, FL, US",27.2496278739,-82.2725088535,2447,2447,,,false,,,Largeflower Rose Gentian,Sabatia grandiflora,Largeflower Rose Gentian,Plantae,127442
55901913,2020-08-09,research,https://www.inaturalist.org/observations/55901913,https://static.inaturalist.org/photos/89044713/medium.jpg,false,3,"Bowie Nature Park, Fairview, TN, US",35.9631987253,-87.1506359099,6,6,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
55911286,2020-08-08,research,https://www.inaturalist.org/observations/55911286,https://static.inaturalist.org/photos/89059800/medium.jpg,false,3,"Tarkiln Bayou Preserve State Park (Main Entrance), Pensacola, FL, US",30.365925,-87.40247167,6,6,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55911338,2020-08-08,research,https://www.inaturalist.org/observations/55911338,https://static.inaturalist.org/photos/89059912/medium.jpg,false,3,"Tarkiln Bayou Preserve State Park (Main Entrance), Pensacola, FL, US",30.36593333,-87.40245833,9,9,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55911368,2020-08-08,research,https://www.inaturalist.org/observations/55911368,https://static.inaturalist.org/photos/89060032/medium.jpg,false,3,"Tarkiln Bayou Preserve State Park (Main Entrance), Pensacola, FL, US",30.36598833,-87.40247167,6,6,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55911416,2020-08-08,research,https://www.inaturalist.org/observations/55911416,https://static.inaturalist.org/photos/89060095/medium.jpg,false,3,"Tarkiln Bayou Preserve State Park (Main Entrance), Pensacola, FL, US",30.36603,-87.40241167,12,12,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55911444,2020-08-08,research,https://www.inaturalist.org/observations/55911444,https://static.inaturalist.org/photos/89060148/medium.jpg,false,3,"Tarkiln Bayou Preserve State Park (Main Entrance), Pensacola, FL, US",30.36614167,-87.40238833,4,4,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55911471,2020-08-08,research,https://www.inaturalist.org/observations/55911471,https://static.inaturalist.org/photos/89060203/medium.jpg,false,3,"Tarkiln Bayou Preserve State Park (Main Entrance), Pensacola, FL, US",30.36617167,-87.40238833,4,4,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55911661,2020-08-08,research,https://www.inaturalist.org/observations/55911661,https://static.inaturalist.org/photos/89060486/medium.jpg,false,3,"Tarkiln Bayou Preserve State Park (Main Entrance), Pensacola, FL, US",30.36633667,-87.402405,4,4,,,false,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
55937189,2020-08-09,research,https://www.inaturalist.org/observations/55937189,https://static.inaturalist.org/photos/89101800/medium.jpeg,false,2,"Tennessee, US",36.534381,-82.0570075328,,28534,obscured,,true,gps,gps,yellow screwstem,Bartonia virginica,yellow screwstem,Plantae,145712
