id,observed_on,quality_grade,url,image_url,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
46651,1990-09-28,research,http://www.inaturalist.org/observations/46651,https://inaturalist-open-data.s3.amazonaws.com/photos/74997/medium.jpg,false,,"point of rocks, Chesterfield, va",37.3175129415,-77.3540496826,,,,,false,,,bottle gentian,Gentiana clausa,bottle gentian,Plantae,120579
59690,2010-10-23,research,http://www.inaturalist.org/observations/59690,https://static.inaturalist.org/photos/92620/medium.jpg,false,,balm boyette,27.7902025,-82.2447839,3242,3242,,,false,,,Shortleaf Rose Gentian,Sabatia brevifolia,Shortleaf Rose Gentian,Plantae,126298
98939,2012-06-14,research,http://www.inaturalist.org/observations/98939,https://static.inaturalist.org/photos/143482/medium.jpg,false,,Fort De Soto,27.6155886,-82.7362115,1922,1922,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
100764,2012-07-10,research,http://www.inaturalist.org/observations/100764,https://static.inaturalist.org/photos/145893/medium.JPG,false,,"Heron Pond Preserve, IL",37.3618501,-88.9270182,4354,4354,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
123230,2012-09-07,research,http://www.inaturalist.org/observations/123230,https://static.inaturalist.org/photos/175468/medium.jpg,false,,lake manatee,27.494658,-82.3479016,4690,4690,,,false,,,Shortleaf Rose Gentian,Sabatia brevifolia,Shortleaf Rose Gentian,Plantae,126298
195142,2012-07-15,research,http://www.inaturalist.org/observations/195142,https://inaturalist-open-data.s3.amazonaws.com/photos/249106/medium.jpg,false,,Johnston Mill Nature Preserve,35.9864408053,-79.0581951862,,,,,false,,"",Rosepink,Sabatia angularis,Rosepink,Plantae,84666
217686,2013-03-16,research,http://www.inaturalist.org/observations/217686,https://static.inaturalist.org/photos/274410/medium.jpg,false,,"Duke Forest, Gate C Shepherd Nature Trail",36.014541229,-78.973492384,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
234659,2013-03-29,research,http://www.inaturalist.org/observations/234659,https://static.inaturalist.org/photos/294750/medium.jpg,false,,Old Stone Fort State Park,35.479906,-86.110616,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
235805,2013-04-13,research,http://www.inaturalist.org/observations/235805,https://inaturalist-open-data.s3.amazonaws.com/photos/295926/medium.jpg,false,2,"Orange County, US-NC, US",36.06196407,-79.14701956,10,10,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
273102,2013-05-18,research,http://www.inaturalist.org/observations/273102,https://static.inaturalist.org/photos/337655/medium.jpg,false,,"Terre Noir Natural Area, Clark County, Arkansas, United States",34.075034,-93.175622,,,,,false,,"",Frasera caroliniensis,Frasera caroliniensis,American columbo,Plantae,118741
297554,2013-06-11,research,http://www.inaturalist.org/observations/297554,https://static.inaturalist.org/photos/368005/medium.jpg,false,,leffis key,27.452262,-82.688988,1925,1925,,,false,,,violeta,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
301628,2013-06-15,research,http://www.inaturalist.org/observations/301628,https://static.inaturalist.org/photos/374010/medium.jpg,false,,"Kingsland Prairie Natural Area, Cleveland County, Arkansas, United States",33.863864,-92.254794,,,,,false,,"",Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
316746,2013-06-28,research,http://www.inaturalist.org/observations/316746,https://inaturalist-open-data.s3.amazonaws.com/photos/393380/medium.jpg,false,2,"Jefferson County, US-LA, US",29.260878,-89.952036,6,6,,,false,gps,gps,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
325800,2013-07-04,research,http://www.inaturalist.org/observations/325800,https://static.inaturalist.org/photos/405588/medium.jpg,false,,"Terre Noire Natural Area, Clark County, Arkansas, United States",34.085545,-93.173404,,,,,false,,"",Rosepink,Sabatia angularis,Rosepink,Plantae,84666
331235,2013-07-13,research,http://www.inaturalist.org/observations/331235,https://inaturalist-open-data.s3.amazonaws.com/photos/413885/medium.jpg,false,,"Johnston Mill Nature Preserve, Orange Co., NC",35.986373,-79.058389,23,23,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
331236,2013-07-13,research,http://www.inaturalist.org/observations/331236,https://inaturalist-open-data.s3.amazonaws.com/photos/413877/medium.jpg,false,,"Johnston Mill Nature Preserve, Orange Co., NC",35.986877,-79.057981,18,18,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
339133,2013-07-20,research,http://www.inaturalist.org/observations/339133,https://inaturalist-open-data.s3.amazonaws.com/photos/422200/medium.jpg,false,,"Johnston Mill Nature Preserve, Orange Co., NC",35.985731,-79.057702,271,271,,,false,,manual,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
358365,2008-11-07,research,http://www.inaturalist.org/observations/358365,https://inaturalist-open-data.s3.amazonaws.com/photos/447249/medium.JPG,false,,"North Hall Middle School, Gainesville, GA",34.427042,-83.851293,1789,1789,,,false,,"",Soapwort Gentian,Gentiana saponaria,Soapwort Gentian,Plantae,163236
360875,2013-08-05,research,http://www.inaturalist.org/observations/360875,https://static.inaturalist.org/photos/450704/medium.jpg,false,,"Bridgewater, North Carolina, United States",35.754666,-81.887666,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
377466,2013-08-23,research,http://www.inaturalist.org/observations/377466,https://static.inaturalist.org/photos/471953/medium.jpg,false,,"Hillsdale, North Carolina, United States",36.191666,-79.816166,,,,,false,,,Sabatia angularis,Sabatia angularis,Rosepink,Plantae,84666
430109,2013-10-14,research,http://www.inaturalist.org/observations/430109,https://inaturalist-open-data.s3.amazonaws.com/photos/541872/medium.jpg,false,,"Blue Ridge Parkway, US-NC, US",36.1863816799,-81.6586913022,,10000,,obscured,true,,,bottle gentian,Gentiana clausa,bottle gentian,Plantae,120579
430114,2013-10-14,research,http://www.inaturalist.org/observations/430114,https://inaturalist-open-data.s3.amazonaws.com/photos/541877/medium.jpg,false,,"Blowing Rock, North Carolina, United States",36.139833,-81.684166,,,,,false,,,agueweed,Gentianella quinquefolia,agueweed,Plantae,119901
430117,2013-10-14,research,http://www.inaturalist.org/observations/430117,https://inaturalist-open-data.s3.amazonaws.com/photos/541883/medium.jpg,false,,"Blowing Rock, North Carolina, United States",36.139666,-81.684,,,,,false,,,Gentianella quinquefolia,Gentianella quinquefolia,agueweed,Plantae,119901
431041,2013-10-13,research,http://www.inaturalist.org/observations/431041,https://inaturalist-open-data.s3.amazonaws.com/photos/543275/medium.jpg,false,2,"Escambia County, US-FL, US",30.375552,-87.39468,8,8,,,false,gps,gps,Shortleaf Rose Gentian,Sabatia brevifolia,Shortleaf Rose Gentian,Plantae,126298
451507,2008-04-06,research,http://www.inaturalist.org/observations/451507,https://inaturalist-open-data.s3.amazonaws.com/photos/45056/medium.jpg,false,,"Sanibel, Florida, United States",26.429181,-82.082483,,,,,false,,"",marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
451519,2008-04-10,research,http://www.inaturalist.org/observations/451519,https://inaturalist-open-data.s3.amazonaws.com/photos/569385/medium.jpg,false,,"Pinecrest, Florida, United States",25.750018,-80.96441,,,,,false,,"",Marsh Pink,Sabatia stellaris,marsh pink,Plantae,126339
451613,2013-11-04,research,http://www.inaturalist.org/observations/451613,https://inaturalist-open-data.s3.amazonaws.com/photos/569504/medium.jpg,false,,Long Point Key,24.753458,-80.984975,63,63,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
504113,2009-06-22,research,http://www.inaturalist.org/observations/504113,https://static.inaturalist.org/photos/641674/medium.JPG,false,,"Roy E. Larsen Sanctuary, Silsbee, TX",30.361268,-94.246895,,,,,false,,,Sabatia gentianoides,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
521749,2013-10-19,research,http://www.inaturalist.org/observations/521749,https://static.inaturalist.org/photos/664367/medium.jpg,false,,"Short Springs Natural Area, Tullahoma, Tennessee",35.411856,-86.178831,,,,,false,,,striped gentian,Gentiana villosa,Striped Gentian,Plantae,163237
611099,2014-04-05,research,http://www.inaturalist.org/observations/611099,https://inaturalist-open-data.s3.amazonaws.com/photos/770418/medium.jpg,false,,"North Carolina, US",34.8590801844,-77.0653626989,35527,35527,,obscured,true,,,Bartonia verna,Bartonia verna,White Screwstem,Plantae,159180
626902,2014-04-12,research,http://www.inaturalist.org/observations/626902,https://inaturalist-open-data.s3.amazonaws.com/photos/789123/medium.JPG,false,3,"Prabhupada Dr, Hillsborough, NC, US",36.061716,-79.146666,5,5,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
633343,2014-04-19,research,http://www.inaturalist.org/observations/633343,https://inaturalist-open-data.s3.amazonaws.com/photos/797003/medium.jpg,false,2,"Pope County, US-IL, US",37.51942072,-88.65574813,10,10,,,false,gps,gps,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
640429,2011-10-04,research,http://www.inaturalist.org/observations/640429,https://inaturalist-open-data.s3.amazonaws.com/photos/806949/medium.jpg,false,,"Camden, Missouri, United States",37.973771,-92.761107,50,50,,,false,,,downy gentian,Gentiana puberulenta,downy gentian,Plantae,163234
651278,2014-04-27,research,http://www.inaturalist.org/observations/651278,https://inaturalist-open-data.s3.amazonaws.com/photos/821477/medium.jpg,false,,"South Toe Valley, Yancey Co., NC",35.828983,-82.186195,4750,4750,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
672260,2014-05-11,research,http://www.inaturalist.org/observations/672260,https://inaturalist-open-data.s3.amazonaws.com/photos/846752/medium.jpg,false,2,"Orange Co., NC",35.977888,-79.061322,10,10,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
672684,2013-06-29,research,http://www.inaturalist.org/observations/672684,https://static.inaturalist.org/photos/847279/medium.jpg,false,,"Middle Fork Barrens, Saline County, Arkansas, United States",34.63665,-92.842687,,,,,false,,"",Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
682208,2014-05-17,research,http://www.inaturalist.org/observations/682208,https://static.inaturalist.org/photos/858980/medium.jpg,false,3,"501–799 Lyons Ln, Bradenton, FL, US",27.435908,-82.671837,500,500,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
755747,2014-06-26,research,http://www.inaturalist.org/observations/755747,https://inaturalist-open-data.s3.amazonaws.com/photos/950117/medium.jpg,false,3,"612–668 Ocean Palm Way, St Augustine Beach, FL, US",29.831819,-81.264496,5,5,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
774630,2014-07-03,research,http://www.inaturalist.org/observations/774630,https://inaturalist-open-data.s3.amazonaws.com/photos/973026/medium.JPG,false,,"Sundew Trail, Big Thicket National Preserve",30.547867,-94.412234,233,233,,,false,,,Pine-Woods Rose Gentian,Sabatia gentianoides,Pine-woods Rose Gentian,Plantae,168267
784762,2014-07-14,research,http://www.inaturalist.org/observations/784762,https://static.inaturalist.org/photos/986192/medium.jpg,false,,"Fairview, North Carolina",35.548037,-82.472463,27,27,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
793227,2014-07-19,research,http://www.inaturalist.org/observations/793227,https://static.inaturalist.org/photos/997901/medium.jpg,false,2,"Hot Spring County, US-AR, US",34.41115875,-92.92570348,7,7,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
796001,2014-07-10,research,http://www.inaturalist.org/observations/796001,https://static.inaturalist.org/photos/1001664/medium.jpg,false,,"Tropical Park, Miami, Florida",25.725194,-80.325731,920,920,,,false,,google,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
796059,2014-07-09,research,http://www.inaturalist.org/observations/796059,https://static.inaturalist.org/photos/1001736/medium.jpg,false,,"Hungryland WMA, Jupiter, Florida",26.966142,-80.291862,582,582,,,false,,manual,Largeflower Rose Gentian,Sabatia grandiflora,Largeflower Rose Gentian,Plantae,127442
806903,2014-07-28,research,http://www.inaturalist.org/observations/806903,https://inaturalist-open-data.s3.amazonaws.com/photos/1016945/medium.JPG,false,,"price valley road, somerset, ky",37.162642,-84.385729,802,802,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
810455,2014-07-30,research,http://www.inaturalist.org/observations/810455,https://static.inaturalist.org/photos/1021859/medium.jpg,false,,United States,36.5942646812,-82.5541353561,106,10000,obscured,,true,,,rosepink (Sabatia angularis),Sabatia angularis,Rosepink,Plantae,84666
812466,2014-08-01,research,http://www.inaturalist.org/observations/812466,https://static.inaturalist.org/photos/1024503/medium.jpg,false,,"Fairview, North Carolina",35.545941,-82.469623,13,13,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
829582,2014-08-09,research,http://www.inaturalist.org/observations/829582,https://inaturalist-open-data.s3.amazonaws.com/photos/1048643/medium.JPG,false,,"Blount, Tennessee, United States",35.606915,-83.7876583333,,,,,false,,"",rosepink,Sabatia angularis,Rosepink,Plantae,84666
830315,2014-08-13,research,http://www.inaturalist.org/observations/830315,https://inaturalist-open-data.s3.amazonaws.com/photos/1049685/medium.jpg,false,3,"Lost Cove Trl, Sewanee, TN, US",35.1404496935,-85.9146908206,5,5,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
838425,2014-08-15,research,http://www.inaturalist.org/observations/838425,https://static.inaturalist.org/photos/1061426/medium.jpg,false,,United States,36.5978971925,-82.410293146,,10000,obscured,,true,,,rosepink,Sabatia angularis,Rosepink,Plantae,84666
841151,2014-08-19,research,http://www.inaturalist.org/observations/841151,https://inaturalist-open-data.s3.amazonaws.com/photos/1064931/medium.jpg,false,,"North Carolina, United States",36.168358,-79.604134,,,,,false,,,rosepink,Sabatia angularis,Rosepink,Plantae,84666
907558,2014-09-24,research,http://www.inaturalist.org/observations/907558,https://inaturalist-open-data.s3.amazonaws.com/photos/1156537/medium.jpg,false,,"Swain, North Carolina, United States",35.55695392,-83.4964732001,,28677,,,false,,,Gentianella quinquefolia,Gentianella quinquefolia,agueweed,Plantae,119901
907562,2014-09-24,research,http://www.inaturalist.org/observations/907562,https://inaturalist-open-data.s3.amazonaws.com/photos/1156543/medium.jpg,false,,"Swain, North Carolina, United States",35.58371189,-83.39841206,,28677,,,false,,,Appalachian Gentian,Gentiana decora,Appalachian Gentian,Plantae,163227
909714,2014-09-24,research,http://www.inaturalist.org/observations/909714,https://inaturalist-open-data.s3.amazonaws.com/photos/1159740/medium.jpg,false,,"Buck Creek Serpentine Barrens, Clay County, NC, USA",35.0830942599,-83.61981005,,28734,,,false,,"",soapwort gentian,Gentiana saponaria,Soapwort Gentian,Plantae,163236
909717,2014-09-24,research,http://www.inaturalist.org/observations/909717,https://inaturalist-open-data.s3.amazonaws.com/photos/1159746/medium.jpg,false,,"North Carolina, US",35.0128613663,-83.693053574,,28734,,obscured,true,,"",greater fringed gentian,Gentianopsis crinita,greater fringed gentian,Plantae,154320
914459,2014-10-08,research,http://www.inaturalist.org/observations/914459,https://inaturalist-open-data.s3.amazonaws.com/photos/1166564/medium.jpg,false,3,"8121 Highway 54, Sharpsburg, GA, US",33.379637,-84.624526,481,481,,,false,,,striped gentian,Gentiana villosa,Striped Gentian,Plantae,163237
921214,2014-10-12,research,http://www.inaturalist.org/observations/921214,https://inaturalist-open-data.s3.amazonaws.com/photos/1177043/medium.JPG,false,,"South Toe Valley, Yancey Co., NC",35.828983,-82.186195,4883,4883,,,false,,,Gentianella quinquefolia,Gentianella quinquefolia,agueweed,Plantae,119901
1018259,2014-09-14,research,http://www.inaturalist.org/observations/1018259,https://static.inaturalist.org/photos/1179226/medium.jpg,false,2,,34.08724634,-93.17597997,7,7,,,false,gps,gps,Sabatia angularis,Sabatia angularis,Rosepink,Plantae,84666
1028981,2014-10-10,research,http://www.inaturalist.org/observations/1028981,https://inaturalist-open-data.s3.amazonaws.com/photos/1290455/medium.jpg,false,3,"Chesterfield County, US-SC, US",34.5707056592,-80.0097303904,,28818,,obscured,true,,,pine barren gentian,Gentiana autumnalis,Pine Barren Gentian,Plantae,163225
1081918,2014-10-25,research,http://www.inaturalist.org/observations/1081918,https://inaturalist-open-data.s3.amazonaws.com/photos/1358515/medium.JPG,false,,Wesley Woods Rd.,35.701582,-83.786013,114,114,,,false,,,striped gentian,Gentiana villosa,Striped Gentian,Plantae,163237
1083154,2014-04-12,research,http://www.inaturalist.org/observations/1083154,https://inaturalist-open-data.s3.amazonaws.com/photos/1360423/medium.JPG,false,,Wesley Woods Rd.,35.709083,-83.787097,127,127,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
1083898,2013-08-03,research,http://www.inaturalist.org/observations/1083898,https://inaturalist-open-data.s3.amazonaws.com/photos/1361602/medium.JPG,false,,Haw River State Park,36.251769,-79.756416,81,81,,,false,,,Sabatia angularis,Sabatia angularis,Rosepink,Plantae,84666
1164774,2011-09-26,research,http://www.inaturalist.org/observations/1164774,https://inaturalist-open-data.s3.amazonaws.com/photos/1468360/medium.JPG,false,,Little Hump area,36.119576,-82.033021,2500,2500,,,false,,,Gentianella quinquefolia,Gentianella quinquefolia,agueweed,Plantae,119901
1202723,2015-01-26,research,http://www.inaturalist.org/observations/1202723,https://inaturalist-open-data.s3.amazonaws.com/photos/1519608/medium.jpg,false,,Big Cypress National Preserve,25.901107,-81.321402,63524,63524,,,false,,,Bartram's rose-gentian,Sabatia bartramii,Bartram's rose-gentian,Plantae,168260
1215550,2009-09-12,research,http://www.inaturalist.org/observations/1215550,https://inaturalist-open-data.s3.amazonaws.com/photos/1534214/medium.jpg,false,,"Holly Beach, Louisiana",29.77003,-93.471756,,,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
1283587,2015-03-03,research,http://www.inaturalist.org/observations/1283587,https://inaturalist-open-data.s3.amazonaws.com/photos/1609552/medium.jpg,false,,"Greensboro, North Carolina, United States",36.170558,-79.815292,,,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
1309153,2015-03-18,research,http://www.inaturalist.org/observations/1309153,https://static.inaturalist.org/photos/1646191/medium.JPG,false,,Francis Marion National Forest,33.179948,-79.584992,2000,2000,,,false,,manual,White Screwstem,Bartonia verna,White Screwstem,Plantae,159180
1309498,2015-03-21,research,http://www.inaturalist.org/observations/1309498,https://inaturalist-open-data.s3.amazonaws.com/photos/1643652/medium.jpg,false,,"Eno River State Park, Orange Co., NC",36.086783,-79.006638,696,696,,,false,,manual,pennywort,Obolaria virginica,pennywort,Plantae,126800
1326013,2015-03-22,research,http://www.inaturalist.org/observations/1326013,https://inaturalist-open-data.s3.amazonaws.com/photos/1646941/medium.JPG,false,,Wesley Woods Rd.,35.71054,-83.782311,104,104,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
1341456,2015-03-26,research,http://www.inaturalist.org/observations/1341456,https://inaturalist-open-data.s3.amazonaws.com/photos/1659992/medium.jpg,false,3,"3900–4518 Cedar Pass, Chapel Hill, NC, US",36.0206,-79.049893,5,5,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
1347489,2015-03-28,research,http://www.inaturalist.org/observations/1347489,https://static.inaturalist.org/photos/1667123/medium.jpg,false,2,"Durham County, US-NC, US",36.1991615667,-78.8882562,8,8,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
1380351,2012-05-15,research,http://www.inaturalist.org/observations/1380351,https://static.inaturalist.org/photos/1705685/medium.jpg,false,,"",25.33499,-80.80296,960,960,,,false,,,Sabatia stellaris,Sabatia stellaris,marsh pink,Plantae,126339
1396655,2015-04-03,research,http://www.inaturalist.org/observations/1396655,https://inaturalist-open-data.s3.amazonaws.com/photos/1726810/medium.jpg,false,3,"Russell Cave National Monument, Jackson County, US-AL, US",34.97823,-85.810864,5,5,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
1396764,2015-04-09,research,http://www.inaturalist.org/observations/1396764,https://inaturalist-open-data.s3.amazonaws.com/photos/1726963/medium.jpg,false,3,"Franklin County, US-TN, US",35.121859,-85.917027,5,5,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
1405738,2015-04-19,research,http://www.inaturalist.org/observations/1405738,https://inaturalist-open-data.s3.amazonaws.com/photos/1738866/medium.jpg,false,2,"Orange County, US-NC, US",35.97715116,-79.0597043,15,15,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
1422657,2015-04-25,research,http://www.inaturalist.org/observations/1422657,https://inaturalist-open-data.s3.amazonaws.com/photos/1760853/medium.jpg,false,2,"Orange County, US-NC, US",35.97789878,-79.06093356,11,11,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
1456484,2015-05-02,research,http://www.inaturalist.org/observations/1456484,https://inaturalist-open-data.s3.amazonaws.com/photos/1805594/medium.jpg,false,2,"Catahoula County, US-LA, US",31.81546587,-91.75575682,24,24,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
1459128,2015-05-02,research,http://www.inaturalist.org/observations/1459128,https://inaturalist-open-data.s3.amazonaws.com/photos/1809257/medium.JPG,false,,"Village Creek State Park, Hardin County, Texas",30.254509,-94.171235,7,7,,,false,,,Centaurium pulchellum,Centaurium pulchellum,Lesser Centaury,Plantae,76217
1462537,2015-05-06,research,http://www.inaturalist.org/observations/1462537,https://inaturalist-open-data.s3.amazonaws.com/photos/1813495/medium.JPG,false,,"704 Cunningham Drive, Lufkin TX",31.331486,-94.70722,197,197,,,false,,,Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
1529349,2015-05-21,research,http://www.inaturalist.org/observations/1529349,https://inaturalist-open-data.s3.amazonaws.com/photos/1894931/medium.jpg,false,3,Natchez Trace Parkway,35.410575,-87.516875,5,5,,,false,,,Frasera caroliniensis,Frasera caroliniensis,American columbo,Plantae,118741
1557793,2015-04-16,research,http://www.inaturalist.org/observations/1557793,https://static.inaturalist.org/photos/1928355/medium.jpg,false,,Grassy Waters Nature Preserve,26.807938,-80.172463,379,379,,,false,,"",Coastal Rose Gentian,Sabatia calycina,Coastal Rose Gentian,Plantae,168262
1601471,2015-06-06,research,http://www.inaturalist.org/observations/1601471,https://static.inaturalist.org/photos/1973378/medium.jpg,false,2,"",33.150186,-93.58158,,,,,false,gps,gps,Sabatia campestris,Sabatia campestris,Meadow Pink,Plantae,84668
1613545,2015-05-16,research,http://www.inaturalist.org/observations/1613545,https://inaturalist-open-data.s3.amazonaws.com/photos/1983014/medium.jpg,false,3,"38555, Crossville, TN, US",35.8502383333,-84.90963,,,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
1633165,2015-06-11,research,http://www.inaturalist.org/observations/1633165,https://inaturalist-open-data.s3.amazonaws.com/photos/2003182/medium.jpg,false,,"Crescent Beach, Fl",29.777341,-81.257629,461,461,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
1651188,2015-06-20,research,http://www.inaturalist.org/observations/1651188,https://static.inaturalist.org/photos/2035566/medium.jpg,false,2,"Cleveland County, US-AR, US",33.81434485,-92.19354312,8,8,,,false,gps,gps,Sabatia campestris,Sabatia campestris,Meadow Pink,Plantae,84668
1692693,2013-01-02,research,http://www.inaturalist.org/observations/1692693,https://inaturalist-open-data.s3.amazonaws.com/photos/2048944/medium.JPG,false,,"Ding Darling NWR, Sanibel Island, FL",26.443397,-82.111512,15573,15573,,,false,,,Marsh Pink,Sabatia stellaris,marsh pink,Plantae,126339
1698174,2015-06-27,research,http://www.inaturalist.org/observations/1698174,https://static.inaturalist.org/photos/2056047/medium.jpg,false,2,"Saline County, US-AR, US",34.63650571,-92.84279395,3,3,,,false,gps,gps,Sabatia campestris,Sabatia campestris,Meadow Pink,Plantae,84668
1698175,2015-06-27,research,http://www.inaturalist.org/observations/1698175,https://static.inaturalist.org/photos/2056051/medium.jpg,false,2,"Saline County, US-AR, US",34.63666117,-92.84285021,4,4,,,false,gps,gps,Pelton's rose-gentian,Sabatia arkansana,Pelton's rose-gentian,Plantae,168259
1698176,2015-06-27,research,http://www.inaturalist.org/observations/1698176,https://static.inaturalist.org/photos/2056055/medium.jpg,false,2,"Saline County, US-AR, US",34.63679309,-92.84276775,3,3,,,false,gps,gps,Sabatia campestris,Sabatia campestris,Meadow Pink,Plantae,84668
1698177,2015-06-27,research,http://www.inaturalist.org/observations/1698177,https://static.inaturalist.org/photos/2056923/medium.jpeg,false,2,"Saline County, US-AR, US",34.63911146,-92.84093923,6,6,,,false,gps,gps,Sabatia arkansana,Sabatia arkansana,Pelton's rose-gentian,Plantae,168259
1698211,2015-06-27,research,http://www.inaturalist.org/observations/1698211,https://static.inaturalist.org/photos/2056962/medium.jpg,false,2,"Saline County, US-AR, US",34.63709127,-92.83768718,3,3,,,false,gps,gps,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1701776,2015-06-27,research,http://www.inaturalist.org/observations/1701776,https://inaturalist-open-data.s3.amazonaws.com/photos/2060631/medium.JPG,false,,"Karnack, TX",32.679607,-94.155111,13,13,,,false,,"",Meadow Pink,Sabatia campestris,Meadow Pink,Plantae,84668
1720531,2015-06-24,research,http://www.inaturalist.org/observations/1720531,https://inaturalist-open-data.s3.amazonaws.com/photos/2084235/medium.jpg,false,,"Navarre Beach, Santa Rosa Co., FL",30.381953,-86.862372,500,500,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
1746430,2015-05-16,research,http://www.inaturalist.org/observations/1746430,https://static.inaturalist.org/photos/2118319/medium.jpg,false,,"Honeymoon Island State Park, FL",28.071147,-82.826361,3294,3294,,,false,,google,violeta,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
1751658,2015-07-11,research,http://www.inaturalist.org/observations/1751658,https://inaturalist-open-data.s3.amazonaws.com/photos/2126056/medium.JPG,false,,"Rolling Meadows Farm, Sharpsburg, Georgia, USA",33.386374,-84.618802,,,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1781680,2015-07-19,research,http://www.inaturalist.org/observations/1781680,https://inaturalist-open-data.s3.amazonaws.com/photos/2156474/medium.jpg,false,3,"197 Faribault Ln, Hillsborough, NC, US",36.0724153184,-79.1077280604,5,5,,,false,,,rosepink,Sabatia angularis,Rosepink,Plantae,84666
1783821,2015-07-19,research,http://www.inaturalist.org/observations/1783821,https://inaturalist-open-data.s3.amazonaws.com/photos/2159297/medium.jpg,false,3,,35.31886,-83.562684,5,5,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1783832,2015-07-19,research,http://www.inaturalist.org/observations/1783832,https://inaturalist-open-data.s3.amazonaws.com/photos/2159308/medium.jpg,false,3,"Nantahala National Forest, Bryson City, NC, US",35.318875,-83.562503,5,5,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
1787482,2015-07-18,research,http://www.inaturalist.org/observations/1787482,https://inaturalist-open-data.s3.amazonaws.com/photos/2164541/medium.JPG,false,,"",30.801171,-93.966262,3,3,,,false,,,Sabatia campestris,Sabatia campestris,Meadow Pink,Plantae,84668
1792082,2014-05-03,research,http://www.inaturalist.org/observations/1792082,https://inaturalist-open-data.s3.amazonaws.com/photos/2171083/medium.JPG,false,,Walls of Jerico State Natural Area,34.982612,-86.094017,1394,1394,,,false,,manual,pennywort,Obolaria virginica,pennywort,Plantae,126800
1805197,2015-07-26,research,http://www.inaturalist.org/observations/1805197,https://inaturalist-open-data.s3.amazonaws.com/photos/2187387/medium.jpg,false,,Pocahontas State Park,37.395255,-77.553477,939,939,,,false,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
